Date,Account,Description,Category,Tags,Amount
4/16/2024,Brokerage IRA,Mtch - Match Group Inc New,Securities Trades,,-1518.73
4/16/2024,Brokerage IRA,Iwm - Ishares Tr-russell 2000 Etf,Securities Trades,,-4288.65
4/15/2024,Credit Card 2004,E-zpass,Travel,,-140
4/15/2024,Credit Card 2004,Panera Bread,Restaurants,,-4.73
4/15/2024,Credit Card 2004,The Fieldhouse,Restaurants,,-46.8
4/15/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Contribution,Retirement Contributions,,691.67
4/15/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mw36jsl On 04/15/24,Transfers,,-420
4/15/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mvj7k32 On 04/13/24,Transfers,,-50
4/15/2024,Checking 4690,Dominion Energy,Utilities,,-383.36
4/15/2024,Checking 4690,Paypal Inst Xfer Xx0414 Xsolla Hero War Person One,Transfers,,-1.89
4/15/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0415 52osv03fwj Person One,Refunds & Reimbursements,,5185.03
4/15/2024,Brokerage IND,Ecl - Ecolab Inc,Dividends Received,,10.26
4/15/2024,Brokerage IRA,Ecl - Ecolab Inc,Dividends Received (tax-advantaged),,17.1
4/15/2024,Brokerage IRA,Gva - Granite Constr Inc,Dividends Received (tax-advantaged),,10.4
4/15/2024,Brokerage IRA,Uber - Uber Technologies Inc,General Rebalance,,1264.31
4/15/2024,Brokerage IRA,Nflx - Netflix Inc,General Rebalance,,3678.94
4/15/2024,Brokerage IRA,Sre - Sempra,Dividends Received (tax-advantaged),,43.4
4/14/2024,Credit Card 2637,Venmo Inc,Online Services,,-6
4/14/2024,Credit Card 2637,Safeway,Groceries,,-38.95
4/14/2024,Credit Card 2004,The Cheesecake Factory,Restaurants,,-80.08
4/14/2024,Credit Card 2004,Whole Foods Market,Groceries,,-92.04
4/13/2024,Credit Card 4008,Xbox,Entertainment,,-9.99
4/13/2024,Credit Card 2637,Grubhubmanhattanpizze,Restaurants,,-87
4/13/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-42.39
4/13/2024,Credit Card 2637,Exxonmobil,Gasoline/Fuel,,-69.08
4/13/2024,Credit Card 2637,Laire,Clothing/Shoes,,-24.98
4/13/2024,Credit Card 2004,Turbotax,Online Services,,-25
4/13/2024,Credit Card 2004,Turbotax,Online Services,,-45
4/13/2024,Credit Card 2004,Chatgpt Subscriptionsan Francisco Ca,Other Expenses,,-20
4/12/2024,Credit Card 2637,Safeway,Groceries,,-111.84
4/12/2024,Credit Card 2004,Fairfield Inn,Travel,,-133.46
4/12/2024,Credit Card 2004,Amazon,General Merchandise,,-55.99
4/12/2024,Credit Card 2004,"Loudoun County Parks, Recreation And Community Services",Online Services,,-70
4/12/2024,Brokerage 8093,Target 2030 Fund - Contribution,Retirement Contributions,,967.95
4/12/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mv5vqvl On 04/12/24,Transfers,,-285
4/12/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.12
4/12/2024,Checking 4690,Paypal Inst Xfer Xx0412 Xsolla Hero War Person One,Transfers,,-94
4/11/2024,Credit Card 4008,People,General Merchandise,,-11.42
4/11/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-72.2
4/11/2024,Credit Card 2637,Costco,General Merchandise,,-316.01
4/11/2024,Credit Card 2004,Eves Garden 0xxx8002reston Va,Home Maintenance,,-97.38
4/11/2024,Credit Card 2004,Store Frederick Md,Other Expenses,,-7.72
4/11/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,4139.88
4/11/2024,Brokerage IND,Crm - Salesforce Inc,Dividends Received,,3.2
4/11/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-126.97
4/11/2024,Brokerage IRA,Wbd - Warner Bros Discovery Inc-ser A,General Rebalance,,3953.58
4/11/2024,Brokerage IRA,Itw - Illinois Tool Wks Inc,Dividends Received (tax-advantaged),,32.2
4/11/2024,Brokerage IRA,Cvx - Chevron Corp New,General Rebalance,,3701.71
4/11/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-958.24
4/11/2024,Brokerage IRA,Cop - Conocophillips,General Rebalance,,-6349.65
4/11/2024,Brokerage IRA,Crm - Salesforce Inc,Dividends Received (tax-advantaged),,10.4
4/10/2024,Credit Card 4008,Network Solutions,Online Services,,-47.97
4/10/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
4/10/2024,Credit Card 2637,Bates Trucking Co Inc.,Automotive,,-52.75
4/10/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-50.01
4/10/2024,Credit Card 2637,Doordash,Restaurants,,-9.99
4/10/2024,Credit Card 2004,Royal Farms,Groceries,,-11.47
4/10/2024,Credit Card 2004,Swinglifestyle.com 6coral Springs Fl,Clothing/Shoes,,-199.99
4/10/2024,Credit Card 2004,Wine Districts,Groceries,,-18.84
4/10/2024,Credit Card 7031,Abcmouse.com,Child/Dependent,,-59.95
4/10/2024,Savings 9667,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mtksk6b On 04/10/24,Transfers,,-60
4/9/2024,Mortgage 6184,Hazard Ins Pmt,Uncategorized,,2223
4/9/2024,Credit Card 2637,Venmo,Transfers,,-2.06
4/9/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
4/9/2024,Credit Card 2004,Murasaki Japanese Refairfax Va,Restaurants,,-74.05
4/9/2024,Credit Card 2004,State Farm,Insurance,,-479.06
4/9/2024,Credit Card 2004,Springhill Suites,Travel,,-161.54
4/9/2024,Credit Card 2004,Wegmans,Groceries,,-64.73
4/9/2024,Checking 4690,Paypal Inst Xfer Xx0409 Xsolla Hero War Person One,Transfers,,-94
4/8/2024,Credit Card 4008,Spotify,Entertainment,,-10.99
4/8/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
4/8/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-57.74
4/8/2024,Credit Card 2637,Autozone,Automotive,,-61.46
4/8/2024,Credit Card 2637,Safeway,Groceries,,-187.35
4/8/2024,Credit Card 2004,Corner Bakery Cafe,Restaurants,,-18.09
4/8/2024,Savings 9667,Online Transfer To Person Two S Preferred Checking Xxxxxx0819 Ref #ib0mswsfs3 On 04/08/24,Transfers,,-40
4/8/2024,Checking 4690,Paypal Inst Xfer Xx0408 Xsolla Hero War Person One,Transfers,,-250
4/8/2024,Checking 4690,Paypal Inst Xfer Xx0408 Xsolla Hero War Person One,Transfers,,-180
4/8/2024,Checking 4690,American Express,Credit Card Payments,,-3221.94
4/8/2024,Checking 4690,Chase,Credit Card Payments,,-1440.85
4/8/2024,Checking 4690,Paypal Inst Xfer Xx0407 Xsolla Hero War Person One,Transfers,,-180
4/8/2024,Checking 4690,Chase,Credit Card Payments,,-96.97
4/8/2024,Checking 4690,Paypal Inst Xfer Xx0406 Xsolla Hero War Person One,Transfers,,-1.89
4/7/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
4/7/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
4/7/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,1440.85
4/7/2024,Credit Card 2637,Amazon,General Merchandise,,-115.8
4/7/2024,Credit Card 2637,Venmo,Transfers,,-2.06
4/7/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,3221.94
4/7/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-11.96
4/7/2024,Credit Card 2004,Walmart Plus,Dues & Subscriptions,,12.95
4/7/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,96.97
4/7/2024,Credit Card 1009,Ocean Xx Xxx8708 Myrtle Beach Sc,Other Expenses,,-540.15
4/6/2024,Credit Card 2637,Venmo,Transfers,,-1.54
4/6/2024,Credit Card 2637,Cava,Restaurants,,-90.81
4/6/2024,Credit Card 2637,Venmo,Transfers,,-5.15
4/6/2024,Credit Card 2637,Nordstrom,Clothing/Shoes,,-7.24
4/6/2024,Credit Card 2637,Venmo Inc,Online Services,,-6
4/6/2024,Credit Card 2004,Fairfield Inn,Travel,,-145.46
4/6/2024,Credit Card 2004,Amazon,General Merchandise,,-55.99
4/6/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-34.76
4/6/2024,Credit Card 2004,Tropical Smoothie Cafe,Restaurants,,-43.98
4/5/2024,Credit Card 4008,Directv,Cable/Satellite,,-289.63
4/5/2024,Credit Card 2637,Chipotle Mexican Grill,Restaurants,,-33.1
4/5/2024,Credit Card 2004,E-zpass,Travel,,-140
4/5/2024,Brokerage 8093,Target 2030 Fund - Realizedgainloss,Transfers,,1.13
4/5/2024,Brokerage 8093,Target 2030 Fund - Fees,Service Charges/Fees,,-6.25
4/5/2024,Brokerage 8093,Target 2030 Fund - Fees,Service Charges/Fees,,-2
4/5/2024,Brokerage IRA,Usig - Ishares Tr-usd Inv Grde Etf,Dividends Received (tax-advantaged),,20.75
4/5/2024,Brokerage IRA,Ebnd - Spdr Ser Tr-bloomberg Emergi,Dividends Received (tax-advantaged),,26.62
4/5/2024,Brokerage IRA,Emn - Eastman Chem Co,Dividends Received (tax-advantaged),,39.69
4/5/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Dividends Received (tax-advantaged),,10.28
4/5/2024,Brokerage IRA,Shyg - Ishares Tr-0-5yr Hi Yl Cp,Dividends Received (tax-advantaged),,22.65
4/4/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
4/4/2024,Credit Card 2637,Costco,General Merchandise,,-395.27
4/4/2024,Credit Card 2637,24 7 Sports,General Merchandise,,-9.95
4/4/2024,Credit Card 2004,Murasaki Japanese Refairfax Va,Restaurants,,-60.32
4/4/2024,Credit Card 2004,Walmart,General Merchandise,,-12.95
4/4/2024,Credit Card 2004,Firebirds Wood Fired Grill,Restaurants,,-129.99
4/4/2024,Brokerage IRA,Vgit - Vanguard Scottsdale Fds-inter Term Treas,Dividends Received (tax-advantaged),,23.79
4/4/2024,Brokerage IRA,Vglt - Vanguard Scottsdale Fds-long Term Treas,Dividends Received (tax-advantaged),,15.58
4/4/2024,Brokerage IRA,Oc - Owens Corning New,Dividends Received (tax-advantaged),,27
4/4/2024,Brokerage IRA,Bndx - Vanguard Charlotte Fds-total Int Bd Etf,Dividends Received (tax-advantaged),,7.85
4/4/2024,Brokerage IRA,Bsv - Vanguard Bd Index Fds-short Trm Bond,Dividends Received (tax-advantaged),,29.01
4/4/2024,Checking 2300,Verizon Wireless,Telephone,,-343.72
4/4/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mrrtz74 On 04/04/24,Transfers,,-250
4/3/2024,Credit Card 2637,Premier,Online Services,,-264.6
4/3/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
4/3/2024,Credit Card 2637,Venmo *alyssa Hill,Transfers,,-20.6
4/3/2024,Credit Card 2637,Exxonmobil,Gasoline/Fuel,,-79.98
4/3/2024,Credit Card 2637,Venmo Inc,Online Services,,-6
4/3/2024,Credit Card 2004,Courtyard,Travel,,-239.02
4/3/2024,Credit Card 2004,Lifetime Cafe,Restaurants,,-8.76
4/3/2024,Credit Card 2004,Sheraton Hotels & Resorts,Travel,,-18.2
4/3/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mrhv3sd On 04/03/24,Transfers,,-30
4/3/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mrf3hj8 On 04/03/24,Transfers,,-500
4/3/2024,Checking 4690,Paypal Inst Xfer Xx0403 Gamingfunds Person One,Transfers,,-60
4/3/2024,Checking 4690,Paypal Inst Xfer Xx0403 Xsolla Hero War Person One,Transfers,,-44.99
4/2/2024,Credit Card 4008,Netflix,Entertainment,,-30.98
4/2/2024,Credit Card 2637,B5 Academy,Clothing/Shoes,,-25
4/2/2024,Credit Card 2637,Venmo Inc,Online Services,,-6
4/2/2024,Credit Card 2004,Life Time Pb+tennis Chanhassen Mn,Personal Care,,-50
4/2/2024,Credit Card 2004,Wegmans,Groceries,,-45.04
4/2/2024,Credit Card 5529,Uber Eats,Restaurants,,-96.97
4/2/2024,Brokerage IRA,Vnqi - Vanguard Intl Equity Index F-glb Ex Us Etf,General Rebalance,,-1543.4
4/2/2024,Checking 4690,Paypal Inst Xfer Xx0402 Gamingfunds Person One,Transfers,,-30
4/1/2024,Credit Card 4008,Verizon,Telephone,,-279.83
4/1/2024,Credit Card 2637,Usps,Postage & Shipping,,-30.45
4/1/2024,Credit Card 2637,Safeway,Groceries,,-251.2
4/1/2024,Credit Card 2004,Life Time Fitness,Personal Care,,-193.73
4/1/2024,Credit Card 2004,Virginia Department Of Alcoholic Beverage Control,Groceries,,-63.58
4/1/2024,Credit Card 2004,Walgreens,Healthcare/Medical,,-42.17
4/1/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Contribution,Retirement Contributions,,724.46
4/1/2024,Brokerage 8093,Target 2030 Fund - Contribution,Retirement Contributions,,836.07
4/1/2024,Credit Card 7031,Mathway,Education,,-19.99
4/1/2024,Mortgage 6184,Principal Pmt,Loans,,200
4/1/2024,Mortgage 6184,Payment,Loans,,4164.06
4/1/2024,Checking 2300,Zelle,Rent,,500
4/1/2024,Checking 2300,Zelle,Rent,,500
4/1/2024,Checking 4690,Paypal Inst Xfer Xx0401 Xsolla Hero War Person One,Transfers,,-180
4/1/2024,Checking 4690,Wells Fargo Home Mortgage,Mortgages,,-4364.06
4/1/2024,Checking 4690,Chase,Credit Card Payments,,-3167.4
4/1/2024,Checking 4690,American Express,Credit Card Payments,,-2235.88
4/1/2024,Checking 4690,American Express,Credit Card Payments,,-116.96
4/1/2024,Checking 4690,Paypal Inst Xfer Xx0331 Xsolla Hero War Person One,Transfers,,-1.89
4/1/2024,Brokerage IND,Tsla - Tesla Inc,General Rebalance,,-1551.42
4/1/2024,Brokerage IRA,Aapl - Apple Inc,General Rebalance,,-1020.06
4/1/2024,Brokerage IRA,Khc - Kraft Heinz Co,Dividends Received (tax-advantaged),,67.6
4/1/2024,Brokerage IRA,Nwe - Northwestern Energy Group In,Dividends Received (tax-advantaged),,30.55
4/1/2024,Brokerage IRA,Es - Eversource Energy,Dividends Received (tax-advantaged),,74.36
4/1/2024,Brokerage IRA,Bac - Bank America Corp,Dividends Received (tax-advantaged),,62.64
4/1/2024,Brokerage IRA,Tsla - Tesla Inc,General Rebalance,,-1896.18
4/1/2024,Brokerage IRA,Alb - Albemarle Corp,Dividends Received (tax-advantaged),,20.4
4/1/2024,Brokerage IRA,Nke - Nike Inc-cl B,Dividends Received (tax-advantaged),,32.93
4/1/2024,Brokerage IRA,Ppl - Ppl Corp,Dividends Received (tax-advantaged),,50.73
4/1/2024,Brokerage IRA,Pep - Pepsico Inc,Dividends Received (tax-advantaged),,39.22
4/1/2024,Brokerage IRA,Wmt - Walmart Inc,Dividends Received (tax-advantaged),,45.44
4/1/2024,Brokerage IRA,Ko - Coca Cola Co,Dividends Received (tax-advantaged),,43.65
3/31/2024,Checking 2300,Interest Payment,Interest,,0.01
3/31/2024,Credit Card 4008,Hilton Hotels & Resorts,Travel,,-135.69
3/31/2024,Credit Card 2637,Grubhubthaiashburnres,Restaurants,,-141
3/31/2024,Credit Card 2637,Dhgate,General Merchandise,,-124.8
3/30/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,3167.4
3/30/2024,Credit Card 2004,Sweetwater Tavern,Restaurants,,-119.11
3/29/2024,Credit Card 4008,Mobile Payment - Thank You,Credit Card Payments,,116.96
3/29/2024,Credit Card 2637,E-zpass,Travel,,-35
3/29/2024,Credit Card 2637,United Airlines,Travel,,-8
3/29/2024,Credit Card 2637,Ua Inflight/inclub Credit,Refunds & Reimbursements,,2
3/29/2024,Credit Card 2004,Uber,Travel,,-20.06
3/29/2024,Credit Card 2004,Uber,Travel,,-26.63
3/29/2024,Credit Card 2004,Hudson Group,General Merchandise,,-23.87
3/29/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,2235.88
3/29/2024,Credit Card 2004,New York New York,Travel,,-1664.17
3/29/2024,Savings 9793,Wells Fargo,Savings,,1
3/29/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mpx5bxm On 03/29/24,Transfers,,-500
3/29/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.11
3/29/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0329 29osv03fm5 Person One,Refunds & Reimbursements,,5185.04
3/28/2024,Brokerage 8440,Reinvestment Cash,Securities Trades,,-0.97
3/28/2024,Brokerage 8440,Interest Earned Cash,Investment Income,,0.97
3/28/2024,Credit Card 2004,Apple.com,Electronics,,-0.99
3/28/2024,Credit Card 2004,Uber,Travel,,-19.43
3/28/2024,Credit Card 2004,Uber,Travel,,-26.48
3/28/2024,Credit Card 2004,Cashman Photo Ph16 0las Vegas Nv,Personal Care,,-96.6
3/28/2024,Credit Card 2004,Cinnabon,Restaurants,,-10.83
3/28/2024,Credit Card 2004,Haagen-dazs,Restaurants,,-34.6
3/28/2024,Credit Card 2004,Show Room Bar Las Vegas Nv,Restaurants,,-48
3/28/2024,HSA 4750,Bought Fdic Insured Deposit Fdicx9359 Cash,Securities Trades,,0.18
3/28/2024,HSA 4750,Taxable Interest Fdic Insured Deposit Fdicx9359,Investment Income,,0.18
3/28/2024,Checking 2300,Recurring Transfer To Person Two S Way2save Savings Ref #op0mp889tx Xxxxxxxxx9667,Transfers,,-100
3/28/2024,Savings 9667,Recurring Transfer From Person One Checking Ref #op0mp889tx Xxxxxxxxx2300,Transfers,,100
3/28/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,3634.43
3/28/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,12.29
3/28/2024,Brokerage IND,Wm - Waste Mgmt Inc Del,Dividends Received,,4.5
3/28/2024,Brokerage IRA,Pool - Pool Corp,Dividends Received (tax-advantaged),,14.3
3/28/2024,Brokerage IRA,Gs - Goldman Sachs Group Inc,Dividends Received (tax-advantaged),,68.75
3/28/2024,Brokerage IRA,Aep - American Elec Pwr Co Inc,Securities Trades,,-6526.37
3/28/2024,Brokerage IRA,Wm - Waste Mgmt Inc Del,Dividends Received (tax-advantaged),,20.25
3/28/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,33.06
3/28/2024,Brokerage IRA,Nem - Newmont Corp,Dividends Received (tax-advantaged),,28.25
3/28/2024,Brokerage IRA,Sci - Service Corp Intl,Dividends Received (tax-advantaged),,22.2
3/27/2024,Credit Card 2637,Uber,Travel,,-9.27
3/27/2024,Credit Card 2637,Uber,Travel,,-33.96
3/27/2024,Credit Card 2637,Uber,Travel,,-61.8
3/27/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
3/27/2024,Credit Card 2637,Home Warranty,Insurance,,-1207
3/27/2024,Credit Card 2004,Cinnabon,Restaurants,,-32.46
3/27/2024,Credit Card 2004,Haagen-dazs,Restaurants,,-46.01
3/27/2024,Credit Card 4300,Gold's Gym,Personal Care,,-49.99
3/27/2024,Brokerage IND,Iwm - Ishares Tr-russell 2000 Etf,Dividends Received,,41.77
3/27/2024,Brokerage IND,Iwb - Ishares Tr-rus 1000 Etf,Dividends Received,,9.56
3/27/2024,Brokerage IRA,Iwm - Ishares Tr-russell 2000 Etf,Dividends Received (tax-advantaged),,199.97
3/27/2024,Brokerage IRA,Nvda - Nvidia Corporation,Dividends Received (tax-advantaged),,0.8
3/27/2024,Brokerage IRA,Vnq - Vanguard Index Fds-real Estate Etf,Dividends Received (tax-advantaged),,582.99
3/27/2024,Checking 4690,"Aatd, Llc Ach Pmt Xxxxxx Xxxxxxx7418 Person One",Paychecks/Salary,,1800
3/26/2024,Credit Card 4008,Cooper's Hawk Winery & Restaurants,Restaurants,,-64.99
3/26/2024,Credit Card 2637,Costco,General Merchandise,,-266.3
3/26/2024,Credit Card 2637,Grubhubthaiashburnres,Restaurants,,-165
3/26/2024,Credit Card 2637,Ihop,Restaurants,,-110
3/26/2024,Credit Card 2637,Safeway,Groceries,,-57.33
3/26/2024,Credit Card 2004,Vegas.com,Travel,,-489.09
3/26/2024,Credit Card 2004,Vegas.com,Travel,,-587.07
3/26/2024,Credit Card 2004,Haagen-dazs,Restaurants,,-12.98
3/26/2024,Credit Card 2004,Haagen-dazs,Restaurants,,-15.87
3/26/2024,Checking 4690,Paypal Inst Xfer Xx0326 Xsolla Hero War Person One,Transfers,,-180
3/26/2024,Brokerage IRA,Meta - Meta Platforms Inc-cl A,Dividends Received (tax-advantaged),,17
3/25/2024,Credit Card 2637,Doordash,Restaurants,,-38.31
3/25/2024,Credit Card 2637,Loudoun Milling Compan,Clothing/Shoes,,-296.43
3/25/2024,Credit Card 2637,Loudoun Milling Compan,Clothing/Shoes,,-296.43
3/25/2024,Brokerage IND,Scha - Schwab Strategic Tr-us Sml Cap Etf,Dividends Received,,12.07
3/25/2024,Brokerage IRA,Nwn - Northwest Nat Hldg Co,General Rebalance,,2213.36
3/25/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Dividends Received (tax-advantaged),,76.65
3/25/2024,Brokerage IRA,Swx - Southwest Gas Hldgs Inc,General Rebalance,,2094.39
3/25/2024,Brokerage IRA,Cwt - California Wtr Svc Group,General Rebalance,,1868.34
3/25/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mnkkbh3 On 03/25/24,Transfers,,-125
3/25/2024,Checking 4690,Interest Payment,Interest,,0.38
3/25/2024,Checking 4690,Paypal Inst Xfer Xx0325 Xsolla Hero War Person One,Transfers,,-180
3/25/2024,Checking 4690,Paypal Inst Xfer Xx0324 Xsolla Hero War Person One,Transfers,,-250
3/25/2024,Checking 4690,Paypal Inst Xfer Xx0323 Xsolla Hero War Person One,Transfers,,-59.99
3/25/2024,Checking 4690,Paypal Inst Xfer Xx0323 Xsolla Hero War Person One,Transfers,,-1.89
3/25/2024,Checking 4690,Chase,Credit Card Payments,,-1319.86
3/22/2024,Checking 2300,Zelle,Home Maintenance,,-175
3/22/2024,Checking 4690,American Express,Credit Card Payments,,-270.35
3/22/2024,Checking 4690,American Express,Credit Card Payments,,-209.19
3/22/2024,Brokerage IND,Lhx - L3harris Technologies Inc,Dividends Received,,6.96
3/22/2024,Brokerage IRA,Evrg - Evergy Inc,Dividends Received (tax-advantaged),,64.89
3/22/2024,Brokerage IRA,Lhx - L3harris Technologies Inc,Dividends Received (tax-advantaged),,27.84
3/21/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mm95khh On 03/21/24,Transfers,,-115
3/21/2024,Checking 4690,Chase,Credit Card Payments,,-2084.92
3/21/2024,Checking 4690,Citibank,Credit Card Payments,,-143.79
3/21/2024,Checking 4690,Chase,Credit Card Payments,,-8
3/21/2024,Checking 4690,Srectrade,Paychecks/Salary,,59
3/21/2024,Brokerage IRA,Hd - Home Depot Inc,Dividends Received (tax-advantaged),,60.75
3/20/2024,Brokerage IRA,Vwo - Vanguard Intl Equity Index F-ftse Emr Mkt Etf,Dividends Received (tax-advantaged),,98.68
3/20/2024,Brokerage IRA,Ora - Ormat Technologies Inc,Dividends Received (tax-advantaged),,3.36
3/20/2024,Brokerage IRA,Rli - Rli Corp,Dividends Received (tax-advantaged),,5.67
3/20/2024,Checking 4690,Paypal Inst Xfer Xx0320 Xsolla Hero War Person One,Transfers,,-250
3/20/2024,Checking 4690,American Express,Credit Card Payments,,-2868.55
3/20/2024,Checking 4690,American Express,Credit Card Payments,,-704.15
3/20/2024,Checking 4690,American Express,Credit Card Payments,,-112.16
3/19/2024,Brokerage IND,Unh - Unitedhealth Group Inc,Dividends Received,,5.64
3/19/2024,Brokerage IRA,Unh - Unitedhealth Group Inc,Dividends Received (tax-advantaged),,24.44
3/18/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mkw3wzf On 03/16/24,Transfers,,-130
3/18/2024,Checking 4690,Paypal Inst Xfer Xx0318 Gamingfunds Person One,Transfers,,-50
3/18/2024,Checking 4690,Paypal Inst Xfer Xx0318 Gamingfunds Person One,Transfers,,-30
3/18/2024,Checking 4690,Paypal Inst Xfer Xx0318 Xsolla Hero War Person One,Transfers,,-250
3/18/2024,Checking 4690,Paypal Inst Xfer Xx0316 Xsolla Hero War Person One,Transfers,,-1.89
3/18/2024,Brokerage IRA,Duk - Duke Energy Corp New,Dividends Received (tax-advantaged),,82
3/15/2024,Checking 2300,Capital One,Credit Card Payments,,-200
3/15/2024,Checking 2300,American Express,Credit Card Payments,,-200
3/15/2024,Checking 2300,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mkjx7sk On 03/15/24,Transfers,,-575
3/15/2024,Checking 2300,State Of Maryland,Paychecks/Salary,,1029.13
3/15/2024,Checking 4690,Dominion Energy,Utilities,,-469.11
3/15/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0315 10osv03fid Person One,Refunds & Reimbursements,,5185.04
3/15/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-115.97
3/15/2024,Brokerage IRA,Hon - Honeywell Intl Inc,Dividends Received (tax-advantaged),,41.04
3/15/2024,Brokerage IRA,Dd - Dupont De Nemours Inc,Dividends Received (tax-advantaged),,38.76
3/15/2024,Brokerage IRA,Nee - Nextera Energy Inc,Dividends Received (tax-advantaged),,75.19
3/15/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-868.06
3/14/2024,Checking 4690,Gd Information T Dir Dep Xx0308 Wcxxxx2869 Person One,Deposits,,3977.79
3/14/2024,Brokerage IND,Msft - Microsoft Corp,Dividends Received,,196.5
3/14/2024,Brokerage IRA,Ibkr - Interactive Brokers Group In-cl A,Dividends Received (tax-advantaged),,6.7
3/12/2024,Savings 9667,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mjl3c5l On 03/12/24,Transfers,,-30
3/12/2024,Savings 9793,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mjl3f4y On 03/12/24,Transfers,,-30
3/11/2024,Checking 4690,Paypal Inst Xfer Xx0310 Xsolla Hero War Person One,Transfers,,-1.89
3/11/2024,Brokerage IRA,Cvx - Chevron Corp New,Dividends Received (tax-advantaged),,133.66
3/11/2024,Brokerage IRA,Xom - Exxon Mobil Corp,Dividends Received (tax-advantaged),,113.05
3/11/2024,Brokerage IRA,Mas - Masco Corp,Dividends Received (tax-advantaged),,26.97
3/8/2024,Brokerage IND,Dow - Dow Inc,Dividends Received,,2.8
3/8/2024,Brokerage IRA,Dow - Dow Inc,Dividends Received (tax-advantaged),,63.7
3/8/2024,Brokerage IRA,Shw - Sherwin Williams Co,Dividends Received (tax-advantaged),,17.16
3/8/2024,Brokerage IRA,Ups - United Parcel Service Inc-cl B,Dividends Received (tax-advantaged),,84.76
3/8/2024,Brokerage IRA,Lly - Eli Lilly & Co,Dividends Received (tax-advantaged),,11.7
3/8/2024,Brokerage IRA,Smg - Scotts Miracle-gro Co-cl A,Dividends Received (tax-advantaged),,56.1
3/8/2024,Savings 9793,Online Transfer To Person Two S Checking Xxxxxxxxx2628 Ref #ib0mhgkzg6 On 03/08/24,Transfers,,-44
3/8/2024,Checking 4690,Paypal Inst Xfer Xx0308 Xsolla Hero War Person One,Transfers,,-14.99
